COLLOCATE	太	很	蠻	超	SUMABSDEV	LARGESTPREF
臨時	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
自然	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
興奮	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
虛偽	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
衰	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
複雜	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
講究	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
讓	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
豪邁	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
貌美	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
趕	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
踴躍	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
配	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
閃爍	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
闊氣	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
雜亂	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
離散	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
難喝	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
難堪	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
難看	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
難聽	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
靠近	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
順	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
順便	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
餓	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
驕傲	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
驚奇	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
髒	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
體諒	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
體面	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
高招	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
高檔	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
齊	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
龜毛	-0.33001066658857	0.346064135278352	-0.290521868450949	-0.313075607571093	1.27967227788896	很
好玩	-1.32004266635428	-1.88244566509723	6.58259629818526	0.344755877384835	10.1298405070216	蠻
不錯	-1.27812581576834	-1.11339793542928	5.98474697998639	-1.21253661422661	9.58880734541062	蠻
適合	-0.87312615379201	-1.77828554840792	4.43528973321378	1.58620500729924	8.67290644271295	蠻
有用	-0.571595241571077	-1.45808813296748	5.45866171052832	-0.542262858923629	8.03060794399051	蠻
親切	-0.571595241571077	-1.45808813296748	5.45866171052832	-0.542262858923629	8.03060794399051	蠻
漂亮	-1.89576694824382	-0.286652346223314	4.32297402492085	-1.24245810754784	7.74785142693583	蠻
準	1.17789447995183	-1.45808813296748	3.47137492806325	-0.542262858923629	6.64962039990619	蠻
健談	-0.466705560417342	-1.19052397525924	4.45697862308747	-0.442755770275237	6.55696392903929	蠻
成功	-0.466705560417342	-1.19052397525924	4.45697862308747	-0.442755770275237	6.55696392903929	蠻
帥	-1.23478684835532	-0.927488470167085	3.51264182293735	0.535905487169789	6.21082262862954	蠻
偏激	0.428718302887267	-1.57709325236332	2.09881758326209	1.84110980604725	5.94573894455993	蠻
慘	-1.27812581576834	-0.806685614419026	2.4297803108834	1.26161547718341	5.77620721825417	蠻
開朗	-0.571595241571077	-0.77225853365182	3.47137492806325	-0.542262858923629	5.35749156220978	蠻
可愛	-1.40011668125203	-0.491695549606244	2.82395225842607	0.177453701578567	4.8932181908629	蠻
瘦	-0.660021333177141	-0.49576344079262	2.86103793953768	-0.626151215142187	4.64297392864963	蠻
上相	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
不要臉	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
天才	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
希望	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
幸福	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
幸運	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
廣泛	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
擔心	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
早熟	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
發達	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
皮	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
直接	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
穩定	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
空	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
罩得住	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
自卑	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
讚賞	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
陽光	-0.33001066658857	-0.841827576070972	3.15155980798863	-0.313075607571093	4.63647365821927	蠻
常	-0.424930474089623	-0.927488470167085	1.67277177571887	1.38956906059824	4.41475978057382	蠻
正常	-1.04358535857031	-0.0325821424735243	2.34673458257113	-0.990031999765711	4.41293408338068	蠻
有	-0.901845336651051	0.356887854956411	1.57274876633008	-1.46845476376775	4.29993672170529	蠻
特別	-0.737926283792062	-0.28865971553718	2.42906479824356	-0.700058340626013	4.15570913819882	蠻
開心	-0.0853503739687862	-0.40822648462344	2.34673458257113	-0.990031999765711	3.83034344092907	蠻
快樂	-0.808357742817743	-0.122228971119654	2.09881758326209	-0.766875489461005	3.79627978666049	蠻
高級	-0.808357742817743	-0.122228971119654	2.09881758326209	-0.766875489461005	3.79627978666049	蠻
麻煩	-0.990031999765711	0.246264598268841	1.42315551227354	-0.93922682271328	3.59867893302137	蠻
喜歡	0.741688043062922	-0.286652346223314	1.32702647570755	-1.24245810754784	3.59782497254163	蠻
高	0.214197044801574	-0.493437750864207	1.92621598555021	-0.686433774300584	3.32028455551657	蠻
信	-0.466705560417342	-0.350557690848837	2.02305932827908	-0.442755770275237	3.2830783498205	蠻
凶	-0.466705560417342	-0.350557690848837	2.02305932827908	-0.442755770275237	3.2830783498205	蠻
混	-0.466705560417342	-0.350557690848837	2.02305932827908	-0.442755770275237	3.2830783498205	蠻
能	-0.466705560417342	-0.350557690848837	2.02305932827908	-0.442755770275237	3.2830783498205	蠻
驚人	-0.466705560417342	-0.350557690848837	2.02305932827908	-0.442755770275237	3.2830783498205	蠻
近	0.732760861158398	-0.284886418289774	1.11210131777477	-1.03835432132587	3.16810291854881	蠻
困擾	0.855081209321457	-0.49576344079262	1.13999710131789	-0.626151215142187	3.11699296657416	蠻
好看	-0.933411120834684	-0.281132239492473	1.61219936174978	0.243779218752735	3.07052194082967	蠻
舒服	-0.87312615379201	0.466618774952958	0.532335972543171	-0.828320199193564	2.7004011004817	蠻
辛苦	-0.87312615379201	0.466618774952958	0.532335972543171	-0.828320199193564	2.7004011004817	蠻
嚴格	-0.571595241571077	-0.0864289343361623	1.48408814559818	-0.542262858923629	2.68437518042905	蠻
鬆	-0.571595241571077	-0.0864289343361623	1.48408814559818	-0.542262858923629	2.68437518042905	蠻
強	-0.0481296992441943	-0.671709796081575	1.1026476160621	0.83367688703806	2.65616399842593	蠻
方便	-0.808357742817743	0.3627257892949	0.693593623218644	-0.766875489461005	2.63155264479229	蠻
上進	-0.737926283792062	0.242581607759949	0.889719075718495	-0.700058340626013	2.57028530789652	蠻
聰明	-0.737926283792062	0.242581607759949	0.889719075718495	-0.700058340626013	2.57028530789652	蠻
好吃	-1.36827594998247	0.333703867699364	0.727836965864889	-0.130409441053325	2.56022622460005	蠻
乖	0.0200363619000204	-0.149699305514267	1.42315551227354	-0.93922682271328	2.53211800240111	蠻
亂	-0.660021333177141	0.0981824148820425	1.13999710131789	-0.626151215142187	2.52435206451926	蠻
糟	-0.660021333177141	0.0981824148820425	1.13999710131789	-0.626151215142187	2.52435206451926	蠻
好喝	-0.87312615379201	0.0176379102807819	0.532335972543171	0.378942404052838	1.8020424406688	蠻
明顯	-0.0853503739687862	-0.40822648462344	1.25825278358315	0.0200363619000204	1.7718660040754	蠻
高興	-0.933411120834684	0.138850902712727	0.395239714345586	0.243779218752735	1.71128095664573	蠻
厲害	-0.0481296992441943	-0.399188747363612	1.1026476160621	0.100896279662042	1.65086234233195	蠻
老	0.0200363619000204	-0.149699305514267	0.275794953460347	0.125478715732859	0.571009336607494	蠻
恐怖	-1.47585256758412	-1.63980207766862	-0.529580432350611	6.45637138670205	10.1016064643054	超
好笑	-0.775638500846548	-0.851641673773517	-1.19807503711211	4.21933677038763	7.04469198211981	超
討厭	-1.51229885978496	-0.228669466333817	-1.33133845321647	3.44440105282932	6.51670783216457	超
正	-0.660021333177141	-1.08970929646728	-0.581043736901897	4.16502370786544	6.49579807441176	超
扯	0.732760861158398	-1.71753772669663	1.11210131777477	2.81389526038958	6.37629516601939	超
酷	-0.268445622380702	-1.54451706730364	-0.0127538825012344	4.44784654521882	6.27356311740439	超
噁爛	-0.466705560417342	-1.19052397525924	-0.410859966529304	4.0744072669376	6.14249676914348	超
渴	-0.466705560417342	-1.19052397525924	-0.410859966529304	4.0744072669376	6.14249676914348	超
爽	1.71016241864291	-0.991526881585239	-1.16208747380379	1.94181418505404	5.80559095908599	超
怪	-1.61671548563549	0.240496818175245	-1.4232606736496	2.37822696434038	5.65869994180071	超
遠	0.471436022106433	-0.74710791249276	-1.33133845321647	2.74738766386244	5.29727005167811	超
蠢	1.67597300357013	-1.19052397525924	-0.410859966529304	1.81582574833118	5.09318269368985	超
爛	-0.495730227115864	-0.499973293408775	-1.12518635821959	2.91105020479008	5.03194008353431	超
八卦	-0.571595241571077	-0.77225853365182	-0.503198636866885	3.14598531645375	4.99303772854354	超
白癡	-0.571595241571077	-0.77225853365182	-0.503198636866885	3.14598531645375	4.99303772854354	超
痛苦	-0.933411120834684	-0.281132239492473	-0.821719933058607	2.50236073735915	4.53862403074492	超
噁心	-0.933411120834684	-0.701115381697673	0.395239714345586	2.50236073735915	4.5321269542371	超
壞	-0.268445622380702	-0.515772668330153	-1.00639727373377	2.60372245753013	4.39433802197475	超
丟臉	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
吃	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
好用	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
常見	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
平衡	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
後悔	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
懶散	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
搭	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
樸素	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
沒用	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
糟糕	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
肥	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
閃	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
集中	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
離譜	-0.33001066658857	-0.841827576070972	-0.290521868450949	2.88104100776732	4.34340111887782	超
沒品	-0.660021333177141	-0.49576344079262	-0.581043736901897	2.56796540019623	4.30479391106789	超
瞎	-0.660021333177141	-0.49576344079262	-0.581043736901897	2.56796540019623	4.30479391106789	超
淺	-0.737926283792062	-0.28865971553718	-0.649626646806572	2.15684641135729	3.8330590574931	超
吵	1.03010472356575	-0.545663209297375	-0.871565605352846	1.190184254179	3.63751779239497	超
臭	-0.87312615379201	0.0176379102807819	-0.768648614347032	1.58620500729924	3.24561768571906	超
壯	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
宅	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
懷念	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
排外	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
笨	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
習慣	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
讚	-0.466705560417342	-0.350557690848837	-0.410859966529304	1.81582574833118	3.04394896612666	超
黑	0.855081209321457	-0.49576344079262	-0.581043736901897	0.970907092527022	2.902795479543	超
賤	-0.571595241571077	-0.0864289343361623	-0.503198636866885	1.30186122876506	2.46308404153919	超
開	-0.571595241571077	-0.0864289343361623	-0.503198636866885	1.30186122876506	2.46308404153919	超
尷尬	-0.808357742817743	0.3627257892949	-0.711630336824802	0.537117158293125	2.41983102723057	超
想要	-0.349442702209826	-0.399557429104278	-0.0928298026713487	1.52885551374711	2.37068544773256	超
乾淨	-0.660021333177141	0.0981824148820425	-0.581043736901897	0.970907092527022	2.3101545774881	超
噁	-0.660021333177141	0.0981824148820425	-0.581043736901897	0.970907092527022	2.3101545774881	超
熱心	-0.660021333177141	0.0981824148820425	-0.581043736901897	0.970907092527022	2.3101545774881	超
愛	-0.6257361516471	-0.0136713104472524	-0.363024919353678	1.03321741040008	2.03564979184811	超
